35.6923	95.8097
8.78919	93.1613
1.21189	46.7651
15.4005	17.5756
99.6052	32.0991
81.3008	76.3614
92.2686	59.719
67.1854	95.2081
77.2011	50.7243
0.231784	95.4894
49.5093	5.68823
78.991	64.0106
99.2525	34.181
65.1096	75.1039
9.38409	34.8515
59.9223	58.2518
24.1986	34.1944
27.4861	25.4066
87.2888	44.6351
34.802	44.273
47.3818	20.7483
82.1448	7.4181
71.5109	20.9099
2.09148	33.8128
97.1293	79.9606
53.1334	26.0033
27.8449	61.2891
95.8047	98.9195
44.319	99.5663
86.3793	14.358
72.5656	45.7505
6.00524	43.7433
29.417	94.8893
60.143	52.439
25.5527	19.6443
38.0094	60.0408
60.0047	44.28
86.2015	88.035
37.4291	49.4136
25.4951	17.972
59.338	53.9282
24.1303	18.771
62.0033	22.3474
11.6562	14.6921
76.3859	72.3338
49.5604	98.4239
8.37971	61.4534
99.9401	5.30176
22.6102	26.6479
19.593	43.7602
7.27533	78.4549
97.984	90.2632
18.1768	57.0019
32.466	87.2654
63.8107	40.9698
27.2194	1.27617
68.6059	19.0943
36.1038	80.0434
56.4939	24.2223
33.2294	84.5681
70.0961	14.7764
87.1443	99.7493
7.38599	75.8159
3.64418	45.5564
62.0661	81.9291
16.5012	81.7343
58.8925	9.66203
7.46624	97.8425
98.6582	67.484
94.6287	52.3651
40.4513	15.5611
10.3496	31.5268
27.2543	68.4946
51.2934	34.8487
81.2409	53.2819
37.5813	21.4852
8.91829	22.2235
89.6168	50.5077
0.980236	62.2646
84.1803	52.3413
35.7101	55.0691
47.6157	16.3057
19.7953	20.1863
51.005	25.485
49.6217	63.2993
8.12397	62.8557
7.85497	17.487
43.0973	43.9475
95.1634	34.2389
19.1432	65.0602
19.1453	62.8654
32.1373	22.4738
74.7813	99.5613
89.5155	20.9026
69.5738	65.4436
8.19586	19.5042
21.0539	91.3994
48.6409	2.10039
35.4736	63.4093
49.3802	93.7084
62.8749	96.7224
99.685	52.2663
63.1472	55.621
42.4642	6.31969
