73.3019	14.5251
18.9173	47.0931
1.35149	91.3387
34.8877	64.9426
21.8606	76.1743
76.6739	58.0573
52.795	88.8186
80.404	1.04824
37.5424	30.3514
64.1479	87.1722
87.1951	9.68847
68.4803	40.5901
67.8796	92.3958
45.4755	10.6146
66.65	70.5452
5.90174	2.35939
62.2295	34.5478
76.8297	14.7814
77.2401	50.8193
60.7754	34.0612
3.1716	93.5182
65.9729	31.7352
72.6199	81.3991
42.3847	36.3058
88.9757	40.0334
0.412576	24.6851
25.1784	13.9332
63.9016	67.8404
52.65	88.825
91.7786	28.3043
18.5509	79.3291
17.3927	95.3874
47.1965	13.2555
8.5198	53.3673
99.923	35.0837
84.9514	62.4082
0.204095	74.5658
43.5649	81.1667
55.9799	20.6834
8.53233	45.1096
57.7513	59.9218
8.68075	9.81585
39.5724	93.8231
49.1182	7.33758
87.3273	69.9179
20.746	51.1335
98.436	81.7968
32.5879	86.4277
10.5073	87.0512
39.4581	24.6083
83.3393	28.6956
6.51227	86.348
44.6335	65.1763
99.4062	79.0996
81.5685	8.65278
75.5954	17.1202
92.9375	60.9468
62.618	56.7227
12.3475	24.0887
34.6224	76.9351
51.9257	26.1075
81.6609	74.6658
81.4879	84.4869
27.607	57.2549
12.9594	93.2425
19.1215	97.6795
18.5763	97.1027
18.8803	4.34422
24.4195	57.8701
13.347	61.2264
94.2702	74.7916
57.1561	52.0867
84.8097	73.3423
81.9935	6.50162
40.7819	82.63
34.4997	46.4652
49.0961	80.6103
49.1572	83.4571
92.1666	74.0859
77.3192	26.8645
29.869	17.674
47.1764	25.2685
20.0392	19.5894
0.613935	43.0601
10.9959	0.499546
0.391616	24.7018
62.6967	12.0898
66.9967	81.6349
40.0313	14.1707
41.4132	26.206
37.0926	71.0586
14.0366	32.3331
80.0756	65.3224
32.247	77.3094
97.6267	62.1648
68.1959	82.9852
35.5471	20.0717
46.35	83.1271
54.0128	97.9773
79.1683	8.96176
3.49117	63.6138
65.5265	6.30945
23.3502	60.2167
33.3097	60.5476
15.1881	34.9532
59.7945	47.1976
64.3618	90.3495
28.5417	31.1081
78.4322	11.1623
83.2407	59.8604
69.1896	76.9297
52.2074	50.0311
7.5087	58.5845
20.6803	70.0507
1.32577	54.9545
25.0354	94.1051
7.65644	95.4568
24.2908	1.90068
97.9235	60.8373
16.5325	0.408296
26.2926	24.501
40.5285	35.1604
71.0482	41.2829
98.4981	19.3181
60.4119	82.6581
34.2289	34.4726
90.9739	65.1097
10.8547	15.2652
38.4636	85.1706
52.6375	49.0614
68.0677	27.4817
51.4036	17.7786
37.2102	38.6953
70.7342	89.6699
26.7903	88.5971
88.366	62.4743
66.9861	11.1641
32.148	16.1267
38.5773	87.0147
0.332797	20.7772
79.2226	76.7282
7.60877	73.8017
31.2193	64.497
24.944	76.5681
22.794	88.3526
0.720431	52.516
47.1819	12.7843
68.6497	71.9282
62.1935	21.5952
85.2976	80.6604
98.603	14.386
87.5637	42.702
30.8356	53.7949
65.6562	17.4853
5.70585	89.5436
6.2783	62.2896
75.8105	92.3952
90.2496	92.4545
0.723856	28.4178
74.9809	72.6075
32.7683	50.5734
67.1195	3.53733
53.7034	83.2137
22.3765	4.41969
87.8395	50.4748
88.3663	63.7346
96.7727	91.9451
82.9142	87.1147
19.7309	6.70576
42.7607	84.867
49.7797	95.093
13.2637	89.7692
42.7995	1.58062
45.1398	61.6769
74.4046	62.0298
92.1851	53.6933
42.5195	64.1212
32.0256	15.8069
10.2399	98.3534
8.54592	68.0222
55.4526	5.43997
68.2504	33.7292
81.9999	91.9698
27.7743	14.9994
24.7008	43.4063
45.3409	60.0773
43.7611	50.6747
1.71755	78.8719
83.7265	15.9678
83.604	29.3342
82.8843	14.8822
98.2064	60.8826
71.5246	48.1719
61.4965	32.555
86.5359	83.1383
13.4814	78.4807
15.6094	79.4849
0.594018	73.1244
4.93068	43.4475
46.4429	19.7074
27.6964	34.8014
33.2357	50.2564
13.1327	7.73438
35.7152	39.8826
34.9055	98.7787
47.7685	66.8485
20.2574	79.2727
6.11092	54.058
81.3098	87.3697
20.5306	14.0558
59.6305	6.76781
89.4751	28.4397
37.8806	81.1884
4.82519	58.207
92.4641	95.8429
11.3714	49.0445
16.2531	50.5703
82.3866	72.6363
26.3631	1.16854
46.685	64.9069
35.274	13.9498
81.5316	0.279129
30.1524	76.8773
58.4597	77.7265
38.8944	86.0331
26.9174	31.3827
36.3517	55.5455
42.1004	75.1066
66.9385	13.9805
7.50881	83.361
93.2475	89.0957
38.4559	90.2986
60.3978	22.2992
47.7025	22.7777
77.2059	56.0894
6.48969	36.0017
43.0364	0.137718
63.5823	35.5571
30.3801	19.564
35.7042	5.75385
17.201	75.8375
43.0402	52.0231
81.4511	41.5262
85.3048	39.9513
14.8292	96.0845
11.391	33.4487
75.9213	94.5648
19.8577	89.8322
46.4459	3.3241
48.003	6.51946
21.7102	84.573
16.5848	73.4688
29.6245	44.561
56.2008	29.9929
76.6836	16.7078
53.7559	71.1745
2.25027	47.6688
67.8069	80.8766
53.3351	54.1311
83.4371	84.7754
63.5877	73.9125
55.0816	62.2883
88.7381	99.0388
15.1366	88.8641
62.2394	59.4815
5.0313	42.8012
38.4767	34.8971
62.9096	55.9323
31.4171	65.7824
83.3523	46.7786
73.3976	63.221
95.3029	74.4491
71.8681	47.9672
63.7298	7.70768
70.6686	69.7298
67.7049	65.3933
28.1987	51.7833
39.7602	28.3625
66.0518	84.3497
0.687595	1.70081
89.2129	14.0379
47.026	57.1072
32.4366	80.9063
34.3336	70.5082
98.4938	26.1126
70.3649	90.0252
0.716424	61.2371
27.8064	92.4909
90.0373	17.709
12.3093	21.2779
40.683	69.922
80.433	59.8869
21.7339	53.1565
35.0996	9.93307
73.1024	41.3488
80.9055	86.6186
48.4253	72.7106
39.4265	42.6794
35.686	1.20852
93.072	69.8325
36.1467	68.0757
6.5591	30.7172
1.56379	22.686
89.6274	93.6537
17.7664	35.5279
33.4516	97.9825
16.7189	46.0149
23.8239	37.5995
24.9425	35.087
34.8735	3.53222
4.81152	87.5183
27.8558	46.4329
45.7288	65.4771
4.98026	69.8349
69.1741	28.7206
37.7752	0.804264
17.2186	29.2701
83.9304	21.346
16.5768	57.6425
0.138614	26.2251
58.2259	15.2442
9.66885	25.6391
92.1547	65.6457
62.599	95.3328
72.2091	59.7287
24.485	94.3103
11.303	45.8245
54.7666	21.7914
83.6786	36.8035
25.95	13.3485
85.7912	5.99678
46.399	36.0099
31.3134	91.2278
38.5813	77.2019
64.3399	69.2064
28.0635	94.2669
83.765	22.6033
42.5133	51.9441
66.3783	70.2577
23.7607	52.8628
49.953	89.5589
28.7359	27.1435
7.92408	4.92384
15.3284	52.9161
63.1562	6.16128
18.0486	19.7029
11.7508	46.0094
40.4777	54.3812
32.1561	39.6567
73.1451	14.7349
55.2627	93.0034
67.8594	49.1253
55.8794	54.6142
8.11117	86.8563
33.8297	87.8635
85.2884	18.9675
30.8503	80.1027
49.8831	4.63278
19.0365	53.0063
5.01316	94.8036
97.1738	80.591
45.9211	14.1678
37.6741	86.9225
50.1407	66.3066
96.7976	62.6335
43.4853	21.743
20.5497	33.1096
89.2134	92.5328
50.1278	89.7944
12.0185	34.5553
28.7503	24.8529
95.9814	14.0408
1.43054	33.3896
72.9848	33.4658
34.4024	18.3713
74.2023	83.6349
55.4025	12.0014
68.8497	62.5281
46.7039	76.9751
55.1632	10.4079
81.2372	31.9623
63.2093	14.241
64.8513	10.9292
1.09093	30.3938
89.9589	6.47138
10.2786	53.6127
63.1763	21.7978
98.3768	6.02046
32.8197	50.5339
32.5266	67.1141
15.2931	82.5691
99.253	8.6539
94.6668	8.58676
61.3955	14.826
49.5802	24.237
9.76069	88.0575
87.5993	72.6028
33.5772	77.6002
90.9833	9.81916
12.465	59.6097
36.3176	68.4666
85.5526	50.7082
60.0308	94.4575
59.0171	69.3657
20.7776	65.2662
70.4971	53.5673
99.3983	65.7239
58.7732	24.4741
70.2598	90.4623
82.0844	60.3385
40.8557	13.444
10.7001	0.699032
2.6512	79.9269
80.4609	18.1444
29.6553	61.5614
36.3484	5.22487
83.9392	72.7757
24.4949	57.8928
30.2362	21.1572
34.6943	94.8671
67.0245	32.2271
69.6381	65.4619
